id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording,temporal_resolution,units_of_measurement,water_type,keyterms
70038400,154,,,38.0667,-121.575,"Northwest side of Mandeville Island, approximately 0.5 mile upstream from confluence with San Joaquin River, and approximately 5.5 miles southwest of Terminous.",[],OLD RIVER AT MANDEVILLE ISLAND,San Joaquin County,San Joaquin County,10/13/1965-06/01/1966,Monthly (October 1965 to June 1966),Parts per million,Stream Discharge,"['Silica', 'Iron', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Bicarbonate', 'Carbonate', 'Sulfate', 'Chloride', 'Fluoride', 'Nitrate', 'Boron', 'Dissolved solids', 'Hardness as CaCO3', 'Specific conductance']"
4537,103,,,34.1555556,-117.8305556,"near Glendora, Calif.","['I N., R. 9 W.']",Dalton Creek,Los Angeles County,,10/01/1936-09/30/1937,Daily,second-feet,Stream Discharge,"['Discharge', 'second-feet', 'Flood-control dam', 'Irrigation Co.']"
70038682,500,,,41.742222,-124.101667,"Near Crescent City, Redwood National Park","['NE&NE4 sec. 31, T.16 N. R. 1 E.']",Mill Creek,Del Norte County,,01/01/1974-09/30/1974,Daily,"{'Discharge': 'cubic feet per second (ft3/s)', 'Gage Height': 'feet (ft)'}",Stream Discharge,"['Mill Creek', 'Discharge', 'Gage Height', 'Water-stage recorder']"
56420,136,,,36.879722,-119.127778,"on right bank 1.1 miles upstream from mouth, 1.7 miles south of Balch Camp, 2.1 miles downstream from Dinkey Creek, and 9 miles east of Trimmer","['NW sec.22, T.12 S., R.26 E.']",North Fork Kings River Below Dinkey Creek,Fresno County,,03/01/1960-Current,daily,cubic feet per second (cfs),Stream Discharge,"['North Fork Kings River', 'Dinkey Creek', 'discharge', 'streamflow']"
1520,130,34.149,-116.9774,34.149,-116.9774,"Hot Springs, California",['[Not Available]'],White River near Hot Springs,San Bernardino County,San Bernardino County,01/01/1913-09/30/1913,Daily,"{'Gage_Height': 'feet', 'Discharge': 'second-feet'}",Stream Discharge,"['gage height', 'discharge']"
1595,223,,,,,"Water-stage recorder in sec. 1, T. 5 N., R. 11 E., at highway bridge 1 miles northwest of Moke lume Hill.","['T. 5 N., R. 11 E., sec. 1']",Mokelumne River near Mokelumme Hill,Calaveras County,,11/01/1927-09/30/1934,Daily,second-feet,Stream Discharge,"['Discharge', 'second-feet', 'Mokelumne River']"
2252,673,34.1168,-117.874,34.1168,-117.874,"near Azusa, Cal.",,San Gabriel River,Los Angeles County,Los Angeles County,10/01/1910-09/30/1912,Daily,second-feet,Stream Discharge,"['discharge', 'canal', 'second-feet']"
2252,673,34.1168,-117.874,34.1168,-117.874,"near Azusa, Cal.",,Pacific Light & Power Co. canal,Los Angeles County,Los Angeles County,10/01/1910-09/30/1912,Daily,second-feet,Irrigation,"['canal', 'water diversion']"
1640,168,,,36.9564,-122.0439,"Water APTOS, California",[],APTOS CREEK,Santa Cruz County,Santa Cruz County,04/03/1968-09/30/1970,daily,Cubic Feet per Second (cfs),Stream Discharge,"['Discharge', 'Cubic Feet per Second', 'cfs']"
251,226,,,33.2291667,-112.7583333,"SE. 1/4 Sec. 28, T. 2 S., R. 5 W., at east end of Gillespie Dam","['T. 2 S., R. 5 W., SE. 1/4 Sec. 28']",Gila River below Gillespie Dam,,"Maricopa County, Arizona",08/04/1921-09/1938,monthly,"{'Discharge': 'second-feet', 'Runoff': ['second-foot-days', 'acre-feet']}",Stream Discharge,"['Gila River', 'discharge', 'river flow', 'canals']"
1140,78,34.1,-116.9,,,"Near Thebe, California",[],Shepard Creek,,San Bernardino County,01/16/1909-11/16/1909,Varies (Specific dates of measurements given),cubic feet per second (Sec.-ft.),Stream Discharge,"['Hydrographer', 'Discharge measurements']"
1140,78,34.1,-116.9,,,"Near Thebe, California",[],Bairs Creek,,San Bernardino County,01/16/1909-11/16/1909,Varies (Specific dates of measurements given),"['Width in feet', 'Area in square feet', 'Discharge in Sec.-ft.']",Stream Discharge,"['Width', 'Area of section']"
56403,572,,,34.9348,-120.0474,"Montalvo, CA",[],SANTA CLARA RIVER,"Santa Barbara County, CA",,10/01/1975-09/30/1976,Daily,"{'Discharge': 'CFS (Cubic Feet per Second)', 'Concentration': 'MG/L (Milligrams per Liter)', 'Sediment_Discharge': 'TONS/DAY'}",Stream Discharge,"['SUSPENDED-SEDIMENT DISCHARGE', 'TONS/DAY', 'WATER YEAR']"
583,70,,,34.2013889,-117.3361111,"Muscupiabe Grant, near San Bernardino",[],Devil Canyon Creek,San Bernardino County,,10/01/1944-09/30/1945,Daily (October 1944 to September 1945),Second-feet and acre-feet,Stream Discharge,"['water-stage recorder', 'broad-crested weir', 'discharge', 'runoff', 'precipitation-runoff studies']"
4538,27,,,32.5888889,-116.5263889,"near Campo, Calif.","['[T. 18 S., R. 4 E., sec. 24]']",Campo Creek,San Diego County,,['10/01/1940-09/30/1941'],Daily,second-feet,Stream Discharge,"['stream discharge', 'broad-crested weir control', 'water-stage recorder']"
70038401,352,,,36.9667,-122.0167,"on right bank in Santa Cruz, Santa Cruz County, 15 ft downstream from Market Street bridge and 1.0 mile upstream from mouth.",[],BRANCIFORTE-CREEK AT SANTA CRUZ,Santa Cruz County,,01/1940-09/1943;03/1952-09/1967,"Various intervals based on records available (e.g., January to November 1940 had daily measurements)","{'Discharge': 'cfs', 'Area': 'sq mi, acre-ft'}",Stream Discharge,"['stream discharge', 'gage height', 'cfs']"
4536,305,38.1508,-120.8971,,,"Sutter Creek, Calif.","['T. 9 N., R. 12 E.', '[NW. 1/4 sec. 9']",Sutter Creek,Calaveras County,,10/21/1924-07/31/1924,Daily,second-feet,Stream Discharge,"['Daily discharge', 'second-feet', 'Sutter Creek']"
4536,305,38.7838,-120.7353,,,"Pleasant Valley, Calif.","['T. 9 N., R. 12 E.', 'NW. 1/4 sec. 9']",North Fork of Cosumnes River near Pleasant Valley,Eldorado County,,02/01/1924-05/31/1924,Periodic,second-feet,Stream Discharge,"['Discharge measurements', 'second-feet', 'North Fork of Cosumnes River']"
1312,328,32.9,-116.7,,,"Chihushna Mountain, San Diego County, California",[],Chihushna Mountain,San Diego County,,07/01/1911-06/30/1915,Monthly,inches (assuming standard units for precipitation),Precipitation,"['precipitation', 'monthly', 'annual']"
1312,328,32.9,-116.7,,,"Eagles Nest, San Diego County, California",[],Eagles Nest,San Diego County,,07/01/1911-06/30/1915,Monthly,inches (assuming standard units for precipitation),Precipitation,"['precipitation', 'monthly', 'annual']"
1312,328,33.1,-116.5,,,"Warner Springs, San Diego County, California",[],Warner Springs,San Diego County,,07/01/1900-06/30/1915,Monthly,inches (assuming standard units for precipitation),Precipitation,"['precipitation', 'monthly', 'annual']"
1312,328,33.0,-116.6,,,"Warner Ranch House, San Diego County, California",[],Warner Ranch House,San Diego County,,07/01/1911-06/30/1915,Monthly,inches (assuming standard units for precipitation),Precipitation,"['precipitation', 'monthly', 'annual']"
1312,328,32.9,-116.8,,,"San Felipe, San Diego County, California",[],San Felipe,San Diego County,,07/01/1911-06/30/1915,Monthly,inches (assuming standard units for precipitation),Precipitation,"['precipitation', 'monthly', 'annual']"
3067,387,,,40.9388889,-122.4152778,"Delta, Calif.","['[T. 36 N., R. 5 W., NW# sec. 35]']",Sacramento River at Delta,Solano County,,12/01/1944-09/30/1956,Daily,"{'Latitude': 'degrees decimal', 'Longitude': 'degrees decimal', 'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet'}",Stream Discharge,"['Discharge', 'Gage Height', 'Rating Curve', 'Peak Flow']"
1607,436,,,39.716,-121.083,"Feather River Basin, Calif.",,North Fork of North Fork of Yuba River at Downieville,Plumas County,,01/01/1911-09/30/1926,Yearly,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",Stream Discharge,"['Discharge', 'Acre-feet']"
1607,436,,,39.667,-121.083,"Feather River Basin, Calif.",,Rock Creek at Goodyears Bar,Plumas County,,01/01/1911-09/30/1933,Yearly,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",Stream Discharge,"['Discharge', 'Acre-feet']"
1607,436,,,39.667,-121.083,"Feather River Basin, Calif.",,Goodyears Creek at Goodyears Bar,Plumas County,,01/01/1911-12/31/1933,Yearly,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",Stream Discharge,"['Discharge', 'Acre-feet']"
1607,436,,,39.833,-120.783,"Graniteville, Calif.",,Bovman Lake near Graniteville,Plumas County,,01/01/1927-12/31/1939,Yearly,{'Contents': 'acre-feet'},Reservoir,"['Contents', 'Acre-feet']"
3034,272,,,38.761111,-120.988889,"1 mile upstream from mouth, 3.9 miles east of Salmon Falls, and 6 miles southwest of Coloma.","['T.11 N. R.9 E., sec 32']",Weber Creek near Salmon Falls,El Dorado County,El Dorado County,"Feb. 2, 1945-04/06, 1958",Variable (based on recorded data entries),"{'Gage_height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['current-meter measurements', 'gage height', 'discharge', 'stream']"
251,342,,,31.633,-110.316,"near Fairbank and Charleston, Ariz.",[],San Pedro River,"Pima County, Arizona",,10/1914-09/1938,Monthly,"{'Discharge': ['second-feet'], 'Runoff': ['Second-foot-days', 'Acre-feet']}",Stream Discharge,"['Discharge', 'Second-feet', 'Runoff', 'Acre-feet']"
29552,30,35.2983,-118.8392,,,4N/6E-32B1,['4N/6E-32B1'],TW TP-2,,Kern County,02/19/1976-03/02/1976,"Specific dates given (February 19, 1976, and March 2, 1976)","{'Depth': 'feet', 'Altitude': 'ft'}",Groundwater,"['test hole', 'aquifer', 'water-level']"
29552,30,35.2983,-118.8392,,,3N/7E,['3N/7E-30H1'],3N/7E-30H1,,Kern County,,,{'Depth': 'feet'},Groundwater,"['test hole', 'aquifer', 'permeable']"
29552,30,35.2983,-118.8392,,,3N/7E,['3N/7E-19A1'],3N/7E-19A1,,Kern County,,,{'Depth': 'feet'},Groundwater,"['test hole', 'semiconsolidated zone']"
29552,30,35.2983,-118.8392,,,3N/7E,['34D1'],34D1,,Kern County,,,{'Depth': 'feet'},Groundwater,"['test hole', 'aquifer']"
2913,52,,,42.3916667,-110.9833333,"42°23'30"" N, 110°59'00"" W in NE sec. 28, T. 28 N. R. 119 W., 0.8 mile upstream from Salt Creek, 3.7 miles east of Wyoming-Idaho State line, and 5.4 miles northeast of Geneva Post Office.","['T. 28 N. R. 119 W., NE sec. 28']","Thomas Fork near Geneva, Idaho",,"Caribou County, Idaho",10/1940-09/1950,Monthly,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",Stream Discharge,"['stream', 'discharge', 'flow measurement', 'gage height']"
1553,127,37.6225,-121.8333,,,"Near Sunol Glen, Calif.",[],Spring Valley Water Co.'s Aqueduct,Alameda County,Alameda County,10/01/1921-09/30/1922,Daily,Second-feet,Stream Discharge,"['Daily discharge', 'second-feet', 'aqueduct']"
1595,347,42.365,-121.937,,,"Staff gage in NW1 sec. 9, T. 36 S., R. 5 E., at dam at outlet of Fourmile Lake, 15 miles northwest of Odessa","['T. 36 S., R. 5 E., NW1 sec. 9']",Fourmile Lake Reservoir,,"Klamath County, Oregon","06/01/1923-09/30/1930, 06/01/1932-09/30/1934",Monthly,"{'Elevation': 'feet above mean sea level', 'Contents': 'acre-feet'}",Reservoir,"['Fourmile Lake', 'reservoir', 'dam', 'elevation', 'acre-feet', 'Cascade Canal']"
658,468,,,39.0125,-121.1028,"Near Auburn, Calif, in NE sec. 5, T. 13 N., R. 8 E.","['T. 13 N., R. 8 E., sec. 5']",Bear River,Placer County,,"{'Start_Date': '10/01/1952', 'End_Date': '09/30/1953'}",Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet'}",Stream Discharge,"['Discharge', 'Gage Height', 'Reservoir', 'Irrigation', 'Combie Dam']"
70038682,464,,,40.4806,-123.8892,"Lat 40°28'50"" long 123°53'23"" in Newes's sec. 12, T.1 N., R.2 E.","['T.1 N., R.2 E., Sec. 12']",Van Duzen River near Bridgeville,Humboldt County,,10/01/1950-Current Year,Daily,"{'Discharge': 'cubic feet per second (ft³/s)', 'Drainage_Area': 'square miles (mi²) and square kilometers (km²)', 'Averages_and_Ranges': ['acre-feet/yr', 'hm³/yr']}",Stream Discharge,"['Water-stage recorder', 'gage height', 'drainage area', 'average discharge', 'extreme discharges']"
1640,550,,,42.447222,-121.2375,"NWKSE sec.13, T.36 S., R.12 E.","['T.36 S., R.12 E., Sec. 13']",Sprague River Near Beatty,Klamath,,04/01/1912-09/30/1970,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet'}",Stream Discharge,"['gauge', 'water-stage recorder', 'discharge']"
3146,94,42.7326,-109.494,,,"Near Green River, Wyo.",,Green River,,"Fremont County, Wyoming",10/01/1964-03/31/1965,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Suspended Sediment Concentration': 'parts per million (ppm)', 'Tons of Suspended Sediment': 'tons per day'}",Stream Discharge,"['Mean discharge', 'Suspended sediment', 'cfs']"
641,488,,,42.133333,-121.966667,"Lat 42°08', long. 121°58' in SE1 sec. 35, T. 39 S., R. 7 E.","['T. 39 S., R. 7 E., SE1 sec. 35']",Klamath River,Unknown,"Lake County, Oregon","06/1904-12/1913, 01/1930-09/1951",Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Total_Discharge_Annual': 'acre-feet'}",Stream Discharge,"['Klamath River', 'stream discharge', 'gage height', 'discharge measurement']"
2187,100,41.5833,-122.9167,,,"Scott Valley area, California","['40/8 -14N1', '41/9 -2J1']",Groundwater,Siskiyou County,Siskiyou County,12/05/1953-06/01/1954,Variable (dates range from 5-12-1953 to 1-6-1954),"{'ppm': 'parts per million', 'epm': 'equivalents per million', 'mi-cromhos C': 'micromhos at 25°C'}",Groundwater,"['Sodium', 'Hardness as CaCO3', 'Boron', 'Nitrate', 'Fluoride', 'Chloride', 'Sulfate', 'Bicarbonate', 'Potassium', 'Magnesium', 'Calcium', 'Silica', 'Specific Conductance', 'pH']"
604,21,,,33.7798,-117.8579,"Alameda St. at Santiago Blvd., northeast of Orange, Calif.",[],Alameda storm drain,Orange County,,10/01/1937-09/30/1947,Daily (1937-1947),cubic feet per second,Stream Discharge,"['storm drain', 'discharge', 'flood control']"
604,21,,,34.1,-118.1308,"Short St. Wilmar, Calif.",[],Alhambra Wash,Los Angeles County,,10/01/1929-09/30/1947,Daily (1929-1947),cubic feet per second,Stream Discharge,"['wash', 'discharge', 'flood control']"
604,21,,,34.2365,-118.5461,"Nordhoff St., near Northridge, Calif.",[],Aliso Wash,Los Angeles County,,10/01/1939-09/30/1947,Daily (1939-1947),cubic feet per second,Stream Discharge,"['wash', 'discharge', 'flood control']"
604,21,,,34.1518,-118.1523,"Below Devils Gate Dam, near Pasadena, Calif.",[],Arroyo Seco,Los Angeles County,,10/01/1942-09/30/1947,Daily (1942-1947),cubic feet per second,Stream Discharge,"['arroyo', 'discharge', 'flood control']"
604,21,42.7496,-120.0214,,,"SE+SE sec. 3, T. 38 S., R. 19 E., near Lakeview, Oreg.","['SE+SE sec. 3, T. 38 S., R. 19 E.']",Auger Creek,,"Lakeview, Oregon",10/01/1945-09/30/1947,Daily (1945-1947),cubic feet per second,Stream Discharge,"['creek', 'discharge', 'state engineer']"
604,21,,,34.1474,-117.9092,"San Gabriel Dam 1, Calif.",[],Azusa conduit diversion,Los Angeles County,,10/01/1935-09/30/1947+,Daily (1935-1947+),cubic feet per second,Stream Discharge,"['conduit', 'diversion', 'flood control']"
604,21,,,34.1481,-117.9136,"Garcia Canyon, Calif.",[],Azusa conduit diversion,Los Angeles County,,10/01/1933-09/30/1947+,Daily (1933-1947+),cubic feet per second,Stream Discharge,"['conduit', 'diversion', 'flood control']"
3106,249,,,38.8431,-122.9353,"Near Geyserville, California",['Unknown'],Dry Creek Near Geyserville,Lake County,,10/01/1967-09/30/1968,Daily,"{'Discharge': 'Cubic Feet per Second (CFS)', 'Concentration': 'Milligrams per Liter (MG/L)', 'Sediment_Discharge': 'Tons/Day'}",Stream Discharge,"['SUSPENDED-SEDIMENT DISCHARGE', 'MEAN DISCHARGE', 'CONCENTRATION', 'SEDIMENT DISCHARGE']"
70038400,60,33.5,-116.0,,,"Near Lockwood, California",[],SAN ANTONIO RIVER,,Riverside County,10/1965-09/1966,Daily,"{'Mean Discharge': 'cfs (cubic feet per second)', 'Suspended Sediment Concentration': 'ppm (parts per million)', 'Tons of Sediment': 'tons'}",Stream Discharge,"['Suspended sediment', 'Mean discharge', 'Precipitation period']"
56418,356,,,38.312778,-120.719167,"SW4SW4 sec.1, T.5 N., R.11 E.","['T.5 N.', 'R.11 E.', '[SW4SW4] sec.1']",Mokelumne River near Mokelumne Hill,Calaveras County,,10/01/1973-09/30/1974,Daily,Degrees Celsius (°C),Stream Discharge,"['Water temperatures', 'gaging station', 'stream discharge']"
70038682,138,,,33.253611,-117.246667,"SW&NE&NE's sec. 1, .11 S., R.4 W., San Diego County, on left bank 0.7 mi (1.1 km) downstream from bridge on State Highway 76, and 2.8 mi (4.5 km) southwest of Bonsall","[""SW&NE&NE's sec. 1, .11 S., R.4 W.""]",SAN LUIS REY RIVER NEAR BONSALL,San Diego County,,10/1973-09/1974,Daily,cubic feet per second (ft3/s),Stream Discharge,"['Discharge', 'River', 'San Luis Rey River', 'Cubic feet per second']"
658,134,,,34.19444,-118.10417,"SE sec. 2, T. 1 N., R. 12 W.","['T. 1 N.', 'R. 12 W.', 'SE sec. 2']",Eaton Creek near Pasadena,Los Angeles County,Los Angeles County,03/01/1918-09/30/1953,Bi-monthly (Discharge measurements generally made twice a month),"{'Latitude_Longitude': 'Degrees', 'Drainage_Area': 'sq mi', 'Records': 'Years', 'Gage_Height': 'feet', 'Discharge': 'cfs (cubic feet per second)', 'Acres_Foot_Water': 'acre-ft'}",Stream Discharge,"['Eaton Creek', 'stream discharge', 'cfs', 'gage height', 'discharge measurements']"
1520,508,,,39.373,-121.5995,"1/2 mile above mouth of canyon, 8 miles northeast of Red Bluff, Cal., 2 miles below intake of Red Bluff pipe line",[T20N R7E],Antelope Creek,Butte County,Butte County,05/07/1912-07/26/1912,Daily,"{'Gage_Height': 'Feet', 'Discharge': 'Sec.-ft.'}",Stream Discharge,"['Discharge', 'Gage height']"
1520,508,,,39.9749,-122.2068,"U.S. Geological Survey gaging station near Los Molinos, Cal.",,Mill Creek,Tehama County,Tehama County,10/25/1912-01/16/1913,Specific Dates,"{'Gage_Height': 'Feet', 'Discharge': 'Sec.-ft.'}",Stream Discharge,"['Discharge', 'Gage height']"
1520,508,,,40.2111,-121.1293,"In flume at dam above Pinkard Creek, intake SE. 1 SE. 1 Ser. 24, T. 20 N., R. 7 E.",[T20N R7E],South Feather Land & Water Co.'s canal,Plumas County,Plumas County,06/21/1912-07/26/1912,Specific Dates,"{'Gage_Height': 'Feet', 'Discharge': 'Sec.-ft.'}",Stream Discharge,"['Discharge', 'Gage height']"
1520,508,,,40.2094,-121.1299,In flume near mouth. Total flow turned into South Feather Land & Water Co.'s canal.,,Pinkard Creek,Plumas County,Plumas County,07/29/1912,Specific Dates,{'Discharge': 'Sec.-ft.'},Stream Discharge,['Discharge']
1520,508,,,40.2094,-121.1299,In flume near mouth. Total flow turned into South Feather Land & Water Co.'s canal.,,Oroleeve Creek,Plumas County,Plumas County,07/29/1912,Specific Dates,{'Discharge': 'Sec.-ft.'},Stream Discharge,['Discharge']
1520,508,,,39.7426,-121.5517,"Mouth, 800 feet below U.S. Geological Survey gage on South Fork of Feather River at Enterprise, Cal.",,Powell Creek,Butte County,Butte County,04/05/1913-04/18/1913,Specific Dates,{'Discharge': 'Sec.-ft.'},Stream Discharge,['Discharge']
1520,508,,,39.9361,-120.9614,"Flume above ridge at Goodyes Bar, Cal.",,Upper Rock Creek ditch,Plumas County,Plumas County,08/18/1913,Specific Dates,{'Discharge': 'Sec.-ft.'},Irrigation,['Flume']
1520,508,,,39.9361,-120.9614,"Goodyear Bar, Cal.",,Town ditch,Plumas County,Plumas County,08/18/1913,Specific Dates,{'Discharge': 'Sec.-ft.'},Irrigation,['Ditch']
1520,508,,,39.9361,-120.9614,"Ford on road Wheatland to Von, a mile north of 'McTrent, Courtney Crossing.'",,Rock Creek,Plumas County,Plumas County,06/26/1913,Specific Dates,{'Discharge_Status': 'Dry'},Stream Discharge,['Dry']
1520,508,,,38.9017,-122.2858,"Mouth, just above highway bridge, a mile north of Lower Lake, Cal.",,Seigler Creek,Yolo County,Yolo County,02/26/1913,Specific Dates,{'Discharge': 'Sec.-ft.'},Stream Discharge,['Discharge']
1520,508,,,38.9017,-122.2858,"Mouth, just above highway bridge, a mile north of Lower Lake, Cal.",,Seigler Creek,Yolo County,Yolo County,08/11/1913,Specific Dates,{'Discharge_Status': 'Dry'},Stream Discharge,['Dry']
1606,208,,,37.1666667,-119.2333333,"Water-stage recorder and concrete control at tunnel outlet, 4 miles south of Big Creek","['SW4 sec. 10, T. 9 S., R. 25 E.']",Huntington-Shaver Conduit,,Tulare County,10/01/1928-09/30/1938,Daily,second-feet,Stream Discharge,"['Huntington-Shaver conduit', 'daily discharge', 'records available', 'maximum daily discharge', 'minimum']"
