water_type_final,county,n_tables,n_measurements
Reservoir,Santa Cruz County,1,0.0
Reservoir,Sevier County,1,9.0
Reservoir,Shasta,2,44.0
Reservoir,Shasta County,92,2151.0
Reservoir,"Shasta County, California",1,9.0
Reservoir,Sierra County,34,746.0
Reservoir,"Sierra County, New Mexico",1,2.0
Reservoir,Siskiyou,4,87.0
Reservoir,Siskiyou County,21,472.0
Reservoir,"Siskiyou County, Oregon",1,8.0
Reservoir,Solano County,5,147.0
Reservoir,"Solano County, California",1,55.0
Reservoir,Sonoma County,7,158.0
Reservoir,"South Coastal Basin County (likely Los Angeles County, California)",1,3.0
Reservoir,"South Coastal Basin, California",2,11.0
Reservoir,"Southern California Counties (e.g., Los Angeles, Riverside, San Bernardino)",1,10.0
Reservoir,"Southern Central Valley Basins and The Great Basin, California",1,8.0
Reservoir,Stanislaus County,10,203.0
Reservoir,Storey,1,34.0
Reservoir,"Susquehanna County, PA",1,8.0
Reservoir,"Tecate Municipality, Baja California, Mexico",1,15.0
Reservoir,Tehama,6,193.0
Reservoir,Tehama County,30,846.0
Reservoir,Tijuana Municipality,2,30.0
Reservoir,"Tijuana Municipality, Baja California",5,83.0
Reservoir,"Tijuana Municipality, Baja California, Mexico",2,24.0
Reservoir,"Tijuana, Baja California, Mexico",3,45.0
Reservoir,Tooele County (Utah),1,18.0
Reservoir,"Tooele County, Utah",1,19.0
Reservoir,Trinity County,38,902.0
Reservoir,Tulare,23,644.0
Reservoir,Tulare County,183,4265.0
Reservoir,Tuolumne,16,414.0
Reservoir,Tuolumne County,291,7140.0
Reservoir,Unknown,6,225.0
Reservoir,Unknown County,1,3.0
Reservoir,Utah,4,53.0
Reservoir,"Utah County, UT",1,19.0
Reservoir,Valencia County,1,31.0
Reservoir,Ventura,7,100.0
Reservoir,Ventura County,54,882.0
Reservoir,Washoe County,6,159.0
Reservoir,"Washoe County, NV",3,71.0
Reservoir,"Weber County, California",2,32.0
Reservoir,"Weber County, Utah",5,122.0
Reservoir,Yavapai County,1,69.0
Reservoir,"Yavapai County, Arizona",3,100.0
Reservoir,"Yavapai County, Arizona (Based on location description)",2,28.0
Reservoir,Yolo,1,35.0
Reservoir,Yolo County,19,433.0
Reservoir,Yosemite National Park,2,46.0
Reservoir,Yuba County,32,732.0
Reservoir,Yuba-Placer County line,4,88.0
Reservoir,"['Chowchilla', 'Delano']",1,7.0
Reservoir,['Nevada'],1,4.0
Reservoir,"['Placer', 'Yuba']",2,43.0
Reservoir,unknown,1,17.0
Springs,ALAMEDA,1,23.0
Springs,ANGELES,1,6.0
Springs,Ada County,1,67.0
Springs,Adams County,1,65.0
Springs,Alameda,4,39.0
Springs,Alameda County,1,22.0
Springs,Alamosa County,1,7.0
Springs,"Albion County, Idaho (inferred from proximity to other springs)",1,7.0
Springs,Alpine County,7,119.0
Springs,Amador County,1,10.0
Springs,"Amador County, California",1,19.0
Springs,"Amargosa Valley area, likely Nye County",3,37.0
Springs,Antelope,1,7.0
Springs,Apache,1,7.0
Springs,"Apache County, Arizona",1,9.0
Springs,"Ash Meadow, White River, East",1,7.0
Springs,BANTA BARBARA,1,24.0
Springs,BARBARA,2,8.0
Springs,Baker County,1,7.0
Springs,"Barbara, Santa",1,7.0
Springs,Bath County,1,7.0
Springs,Beaver County,1,7.0
Springs,Beaverhead,1,7.0
Springs,Benito,1,8.0
Springs,Berkeley,1,7.0
Springs,Bernardino,1,7.0
Springs,Bexar,1,66.0
Springs,Big Horn County,1,7.0
Springs,Bishop,1,7.0
Springs,Blaine,1,7.0
Springs,Boise County,2,14.0
Springs,"Boise County, Idaho",1,7.0
Springs,Botetourt,1,7.0
Springs,Boulder County,1,7.0
Springs,Broadwater County,1,7.0
Springs,Burns County,1,7.0
Springs,Butte,2,23.0
Springs,Butte County,2,35.0
Springs,COLUSA,3,41.0
Springs,"COSTA, CONTRA",1,8.0
Springs,Calaveras County,1,14.0
Springs,"Calaveras County, Calif.",1,13.0
Springs,"Calaveras County, California",2,42.0
Springs,California,7,125.0
Springs,California (based on document context),1,20.0
Springs,California County,3,17.0
Springs,California County based on altitude ranges provided,1,0.0
Springs,California County inferred from geographic data,1,0.0
Springs,"California, based on context 'Calif.'",1,67.0
Springs,Cassia County,1,7.0
Springs,"Chelan County, Washington",1,4.0
Springs,Clallam,1,7.0
Springs,Clark,1,7.0
Springs,Clark County,2,12.0
Springs,"Clark County (Nevada, but near California border)",2,26.0
Springs,"Clark County, Nevada (near California border)",1,17.0
Springs,Cloverdale,1,8.0
Springs,Cochise,1,7.0
Springs,Colusa,1,18.0
Springs,Colusa County,6,90.0
Springs,Contra Costa,2,7.0
Springs,Contra Costa County,3,63.0
Springs,Cruz,1,4.0
Springs,DIEGO,1,5.0
Springs,Dakota,1,12.0
Springs,Del Norte,1,6.0
Springs,Delta,1,7.0
Springs,Douglas,1,7.0
Springs,"Douglas County, Nev.",1,15.0
Springs,El Dorado County,2,22.0
Springs,Eldorado County,2,20.0
Springs,Esmeralda County,1,7.0
Springs,FRESNO,1,1.0
Springs,Falls County,1,7.0
Springs,"Flathead County, Montana",1,55.0
Springs,Fremont,1,7.0
Springs,Fresno County,5,149.0
Springs,Garland County,1,7.0
Springs,Goshen,1,7.0
Springs,HUMBOLDT,1,8.0
Springs,Harney,1,7.0
Springs,"Hidalgo County, NM (inferred from proximity to Silver City)",1,11.0
Springs,"Hudspeth County, Presidio County",1,7.0
Springs,Humboldt,1,7.0
Springs,"Humboldt Co., Nevada (inferred as closest county within California context)",2,12.0
Springs,Idaho County,2,14.0
Springs,Idaho Panhandle,1,7.0
Springs,"Idaho, not California (data is related but outside scope)",1,6.0
Springs,Imperial,2,21.0
Springs,Imperial County,71,1419.0
Springs,"Imperial County, CA",1,55.0
Springs,"Imperial County, California",13,179.0
Springs,"Imperial County, California (based on latitude and longitude)",1,0.0
Springs,Infer from 3S/29E range,1,23.0
Springs,Inferred County Name based on regional analysis,1,30.0
Springs,Inferred based on location data or known water sources in California,1,39.0
Springs,Inferred based on location data: Riverside County,1,27.0
Springs,Inferred based on location details,1,14.0
Springs,Inferred from Latitude and Longitude: Kern County,1,36.0
Springs,Inferred from State of California,2,26.0
Springs,"Inferred from Table 3, No explicit county given",2,69.0
Springs,"Inferred from document context, possibly based on location details",1,20.0
Springs,Inferred from location (San Luis Obispo County),1,29.0
Springs,Inferred from location context,1,34.0
Springs,Inferred from location data,2,30.0
Springs,"Inferred from location near Painted Cave, Kern County",1,36.0
Springs,Inferred from location: San Bernardino County,1,34.0
Springs,Inferred_Mono County,1,30.0
Springs,Inyo,2,15.0
Springs,Inyo County,31,776.0
Springs,"Inyo County, California",4,32.0
Springs,KERN,1,8.0
Springs,Kern,2,18.0
Springs,Kern County,130,2913.0
Springs,"Kern County, California",40,922.0
Springs,Kings County,1,35.0
Springs,"Kings County, California",2,35.0
Springs,Kittitas,1,7.0
Springs,Klamath,1,7.0
Springs,LASSEN,1,18.0
Springs,LOS ANGELES,1,7.0
Springs,Lake,2,15.0
Springs,Lake County,27,466.0
Springs,"Lake County, California",1,3.0
Springs,Lassen,2,25.0
Springs,"Lemhi County, Idaho (inferred from the nearest context of Idaho)",1,7.0
Springs,Likely in Northern California based on typical spring locations and climate data.,1,27.0
Springs,"Likely in a county with spring activity, potentially near known springs.",1,23.0
Springs,Likely inferred based on the general area of California where Tom Kinevan's research was focused,1,33.0
Springs,Livingston County,2,14.0
Springs,Los Angeles County,12,344.0
Springs,MERCED,1,6.0
Springs,MONTEREY,1,7.0
Springs,Madera,1,8.0
Springs,Madera County,4,117.0
Springs,Malheur County,1,7.0
Springs,Marin,1,7.0
Springs,Mariposa County,3,48.0
Springs,"Mariposa County, California",1,17.0
Springs,Mendocino,1,8.0
Springs,Mendocino County,4,73.0
Springs,Meriwether County,1,6.0
Springs,"Mineral County, Rico",1,7.0
Springs,Modoc,2,31.0
Springs,Modoc County,1,22.0
Springs,"Modoc County, California",1,24.0
Springs,Mojave County (Based on Mojave River Fork proximity),1,18.0
Springs,Mono,1,8.0
Springs,Mono County,13,135.0
Springs,"Mono County, California",3,14.0
Springs,Monterey County,5,86.0
Springs,NAPA,1,8.0
Springs,Napa,1,8.0
Springs,Napa County,7,164.0
Springs,Near Niangua-Osage Fork-Grandglaize area,1,13.0
Springs,Nevada County,1,25.0
Springs,Not Available,2,27.0
Springs,Not Inferred from Document,1,34.0
Springs,Not Provided,3,71.0
Springs,Not Specified,1,14.0
Springs,Not specified,4,90.0
Springs,Nye,1,7.0
Springs,ORANGE,1,5.0
Springs,ORANGE COUNTY,1,67.0
Springs,Orange County,2,35.0
Springs,Owyhee,1,7.0
Springs,"Pinal County, Arizona (document mentions Gila Land Company which is historically associated with this area, but document context suggests California)",1,21.0
Springs,"Pitkin County, Colorado",1,4.0
Springs,Placer,2,15.0
Springs,Placer County,3,70.0
Springs,Plumas County,4,45.0
Springs,Presumed County in California based on location data or document context if available,1,25.0
Springs,RIVERSIDE,1,7.0
Springs,Riverside,8,65.0
Springs,Riverside County,18,354.0
Springs,"Riverside County, California",2,42.0
Springs,SANTA BARBARA COUNTY,1,47.0
Springs,SHASTA,2,14.0
Springs,SISKIYOU,2,15.0
Springs,SONOMA,2,8.0
Springs,Sacramento County,5,168.0
Springs,"Salinas Valley (San Luis Obispo County, inferred)",1,16.0
Springs,Salt Lake,1,7.0
Springs,San Benito County,1,8.0
Springs,San Bernardino,1,20.0
Springs,San Bernardino County,5,128.0
Springs,San Diego,6,116.0
Springs,San Diego County,17,265.0
Springs,"San Diego County, Calif.",1,9.0
Springs,"San Diego County, California",1,7.0
Springs,San Luis Obispo,8,140.0
Springs,San Luis Obispo County,40,715.0
Springs,"San Luis Obispo County, CA",1,23.0
Springs,"San Luis Obispo County, California",2,57.0
Springs,San Mateo County,1,37.0
Springs,San Miguel County,1,7.0
Springs,Sanpete,1,7.0
Springs,Santa Barbara,5,130.0
Springs,Santa Barbara County,34,544.0
Springs,"Santa Barbara County, California",2,64.0
Springs,Santa Clara County,4,99.0
Springs,Santa Cruz County,2,34.0
Springs,"Santa Cruz County, California",1,38.0
Springs,Shasta County,4,50.0
Springs,Sierra County,2,17.0
Springs,Sierra Nevada,1,17.0
Springs,Sierra Nevada County,1,15.0
Springs,"Sierra Nevada County, California",1,18.0
Springs,Sierra Nevada region in California,1,14.0
Springs,"Sierra Nevada, California",1,14.0
Springs,Siskiyou County,5,108.0
Springs,Solano County,2,21.0
Springs,Sonoma,2,26.0
Springs,Sonoma County,11,237.0
Springs,Stanislaus County,1,22.0
Springs,TRINITY,1,6.0
Springs,Tehama,1,8.0
Springs,Tehama County,4,60.0
Springs,Tulare,1,15.0
Springs,Tulare County,14,318.0
Springs,"Tulare County, California",3,65.0
Springs,Tuolumne County,3,82.0
Springs,Unknown,15,331.0
Springs,Unspecified,1,14.0
Springs,Various Counties in California,3,41.0
Springs,Various Counties in California based on elevation data,1,15.0
Springs,Ventura,2,46.0
Springs,Ventura County,8,129.0
Springs,"Ventura County, California",1,17.0
Springs,Washoe,1,7.0
Springs,"White Mountains, California",1,13.0
Springs,YOLO,1,17.0
Springs,Yolo County,1,34.0
Springs,['Madera County'],1,15.0
Stream Discharge,ALAMEDA,4,140.0
Stream Discharge,Adams,1,8.0
Stream Discharge,Alabama,1,49.0
Stream Discharge,"Alabama, USA",1,8.0
Stream Discharge,Alameda,252,7499.0
Stream Discharge,Alameda County,990,27861.0
Stream Discharge,Alameda County (inference based on nearby known watersources in San Francisco Bay),1,33.0
Stream Discharge,"Alameda County, CA",1,99.0
Stream Discharge,"Alameda County, California",9,340.0
Stream Discharge,"Alameda County, Contra Costa County",1,18.0
Stream Discharge,"Alameda County, Contra Costa County, Marin County, Napa County, San Mateo County, Santa Clara County, Solano County, Sonoma County",1,42.0
Stream Discharge,"Alameda County, Contra Costa County, San Mateo County",2,47.0
Stream Discharge,"Alameda County, San Francisco County",1,13.0
Stream Discharge,"Alameda County, San Joaquin County",1,85.0
Stream Discharge,"Alameda County, San Mateo County, Marin County, Contra Costa County",2,44.0
Stream Discharge,"Alameda County, San Mateo County, Santa Clara County, Contra Costa County, Marin County, Solano County, Napa County",1,5.0
Stream Discharge,"Alameda County, San Mateo County, Santa Clara County, Marin County, Contra Costa County",1,7.0
Stream Discharge,Alameda and Contra Costa,1,19.0
Stream Discharge,Alameda and Contra Costa Counties,1,3.0
Stream Discharge,"Alameda, Amador",1,53.0
Stream Discharge,"Alameda, Contra Costa, Marin, Napa, San Mateo, Santa Clara, Solano, Sonoma",1,34.0
Stream Discharge,"Alameda, Contra Costa, San Joaquin, among others in the San Francisco Bay Area",1,32.0
Stream Discharge,"Alameda, Contra Costa, San Mateo",2,11.0
Stream Discharge,"Alameda, Contra Costa, San Mateo, Santa Clara, San Francisco",1,37.0
Stream Discharge,"Alameda, San Mateo",1,31.0
Stream Discharge,"Alameda, San Mateo, Santa Clara",1,37.0
Stream Discharge,Alameda-Contra Costa County line,3,56.0
Stream Discharge,"Alameda-Contra Costa County line, San Joaquin County",1,22.0
Stream Discharge,Alameda-Contra Costa and San Joaquin County line,1,22.0
Stream Discharge,"Alaska (not California, document context suggests this might be a misplacement)",1,4.0
Stream Discharge,Alaska Range,1,5.0
Stream Discharge,Albany County,4,123.0
Stream Discharge,"Albany County, Colorado",2,35.0
Stream Discharge,"Albany County, New York",1,15.0
Stream Discharge,"Albany County, Wyoming",9,151.0
Stream Discharge,"Alexander, Idaho",1,9.0
Stream Discharge,"Allegan County, MI",1,9.0
Stream Discharge,Allegany County,1,9.0
Stream Discharge,Allen County,1,6.0
Stream Discharge,"Alma County (approximation based on document context, though Alma is in New Mexico)",1,36.0
Stream Discharge,Alpine,7,136.0
Stream Discharge,Alpine County,145,3642.0
Stream Discharge,"Alpine County, Cal.",1,2.0
Stream Discharge,"Alpine County, California",5,194.0
Stream Discharge,"Alpine County, Stanislaus National Forest",1,43.0
Stream Discharge,Alpine and Amador Counties,1,20.0
Stream Discharge,"Alpine, Mono",1,10.0
Stream Discharge,Amador,46,1305.0
Stream Discharge,Amador County,398,10436.0
Stream Discharge,"Amador County (Valley Springs), Calaveras County (Wallace), Sacramento County (Clements)",1,20.0
Stream Discharge,Amador County (inferred based on proximity to Mokelumne River and known locations of Dry Creek),1,15.0
Stream Discharge,Amador County / Calaveras County,1,34.0
Stream Discharge,"Amador County, CA",1,86.0
Stream Discharge,"Amador County, California",9,237.0
Stream Discharge,Amador and Calaveras,1,15.0
Stream Discharge,Amador and El Dorado Counties,1,17.0
Stream Discharge,"Amador, Calaveras",3,65.0
Stream Discharge,"Anchorage, Alaska",2,71.0
Stream Discharge,Anoka,1,8.0
Stream Discharge,Apache,4,152.0
Stream Discharge,Apache County,15,470.0
Stream Discharge,"Apache County, Arizona",65,1752.0
Stream Discharge,"Apache County, New Mexico",3,46.0
Stream Discharge,Archuleta County,12,209.0
Stream Discharge,"Archuleta County, Colo.",1,18.0
Stream Discharge,"Archuleta County, Colorado",14,250.0
Stream Discharge,"Archuleta County, New Mexico",2,137.0
Stream Discharge,Ariz.,1,9.0
Stream Discharge,Arizona,5,120.0
Stream Discharge,Arizona (Filling Ditch at Greer),2,76.0
Stream Discharge,"Arizona (Note: Document states location as Arizona; however, task specifies data from California. Thus, no actual county in California is provided.)",1,69.0
Stream Discharge,"Arizona, near Yuma at mouth of Gila River",1,7.0
Stream Discharge,Arizona/California Border Region,1,67.0
Stream Discharge,"Aroostook County, Maine",1,9.0
Stream Discharge,"Ash, near Oreg.",1,8.0
Stream Discharge,"Ashland County, Ohio",1,5.0
Stream Discharge,Ashtabula County,1,7.0
Stream Discharge,"Ashtabula County, Ohio",2,14.0
Stream Discharge,"Asotin County, Washington",1,5.0
Stream Discharge,Atascosa,1,9.0
Stream Discharge,Augusta County,1,8.0
Stream Discharge,"Autauga County, Alabama",1,8.0
Stream Discharge,Avery (Inferred),2,46.0
Stream Discharge,"Azusa, Calif.1",1,8.0
Stream Discharge,B Kern County,2,45.0
Stream Discharge,BISHOP RANCH CO.,1,3.0
Stream Discharge,Baja California,1,4.0
Stream Discharge,Baja California Sur,1,81.0
Stream Discharge,Baker County,2,164.0
Stream Discharge,"Baker County, Oregon",3,76.0
Stream Discharge,"Baker County, Oregon (adjacent to California)",1,27.0
Stream Discharge,Bakersfield,1,17.0
Stream Discharge,"Baldwin County, Alabama",1,5.0
Stream Discharge,Barbara County,5,134.0
Stream Discharge,"Barnes County, North Dakota",1,10.0
