ID,PAGE_NUMBER,Inferred_Latitude,Inferred_Longitude,Actual_Latitude,Actual_Longitude,Location,Townships_Ranges_Sections,Watersource_Name,Actual_County,Inferred_County,Dates_of_Recording,Temporal_Resolution,Units_Of_Measurement,Water_Type,KeyTerms,Watersources,Actual_Latitude_Scotia,Actual_Longitude_Scotia,Inferred_Latitude_Scotia,Inferred_Longitude_Scotia,Dates_Of_Recording
70038406,242,34.6416,-120.4695,,,Federal Correctional Institute Property,['7N/34W-20N2'],U.S. GEOLOGICAL SURVEY Observation Well,Santa Barbara County,,03/02/1966-10/09/1968,Variable (records provided for specific dates),Feet Below Land Surface Datum (LSD),Groundwater,"['OBSERVATION WELL', 'GROUND-WATER RECORDS']",,,,,,
70038406,242,34.6416,-120.4695,,,Federal Correctional Institute Property,['7N/34W-20N3'],"U.S. GEOLOGICAL SURVEY Observation Well, FCI Property",Santa Barbara County,,03/02/1966-10/09/1968,Variable (records provided for specific dates),Feet Below Land Surface Datum (LSD),Groundwater,"['OBSERVATION WELL', 'GROUND-WATER RECORDS']",,,,,,
199,103,,,41.5988889,-109.9911111,1.2 miles northwest of Granger at Union Pacific Railroad bridge,[],HAMS FORK NEAR GRANGER,,"Sweetwater County, WY",10/29/1965-09/08/1966,Variable (based on dates provided),"{'pH': None, 'Conductance': 'micro-mhos at 25°C', 'Sodium_Adsorption_Ratio': None, 'Hardness_CaCO3_Noncarbonate': 'mg/L', 'Hardness_CaCO3_Calcium_Magnesium': 'mg/L', 'Residue_at_180C_Tons_Per_Day': 'tons per day', 'Dissolved_Solids_Acre_Foot': 'tons per acre-foot', 'Parts_PPM': 'parts per million', 'Boron_B': 'mg/L', 'Nitrate_NO3': 'mg/L', 'Fluoride_F': 'mg/L', 'Chloride_Cl': 'mg/L', 'Sulfate_SO4': 'mg/L', 'Carbonate_CO3': 'mg/L', 'Bicarbonate_HCO3': 'mg/L', 'Potassium_K': 'mg/L', 'Sodium_Na': 'mg/L', 'Magnesium_Mg': 'mg/L', 'Calcium_Ca': 'mg/L', 'Iron_Fe': 'mg/L', 'Silica_SiO2': 'mg/L', 'Discharge_cfs': 'cubic feet per second (cfs)'}",Stream Discharge,"['Chemical analyses', 'Specific conductance', 'Sodium adsorption ratio', 'Hardness', 'Dissolved solids', 'Discharge']",,,,,,
70038675,499,,,41.45,-123.8944444,"NEANWA sec.12, T.12 N., R.2 E.","['T.12 N., R.2 E., NEANWA sec.12']",Blue Creek near Klamath,Humboldt County,,09/1965-09/1970,Daily,cubic feet per second (cfs),Stream Discharge,"['stream', 'discharge', 'cubic feet per second']",,,,,,
1548,84,34.0973,-117.175,,,"Near Keenbrook, California",[],Cajon Creek,San Bernardino County,,"{'Start_Date': '12/26/1919', 'End_Date': '09/30/1920'}",Daily and Monthly,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",Stream Discharge,"['Daily discharge', 'Monthly discharge', 'second-feet', 'acre-feet', 'Cajon Creek']",,,,,,
1592,257,,,40.1666,-122.2167,"Iron Canyon, 4 miles northeast of Red Bluff","['SE1/4 sec. 34, T. 28 N., R. 3 W.']",SACRAMENTO RIVER NEAR RED BLUFF,Butte County,,10/01/1932-09/30/1933,Daily,second-feet,Stream Discharge,"['water-stage recorder', 'discharge', 'second-feet']",,,,,,
70038404,486,,,38.86666667,-120.44027778,"Near Riverton, California","['T.12 N., R.14 E., SW1SW1 sec. 20']",Union Valley Reservoir,Calaveras County,,10/1967-09/1968,Daily,Acre-feet,Reservoir,"['Union Valley Reservoir', 'Silver Creek', 'Riverton']",,,,,,
667,320,,,37.3506,-120.9761,"near Newman, Calif.","['T. R. 9 E., SWt sec. 3']",San Joaquin River,Tuolumne County,,10/01/1912-09/30/1954,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Water_Stage_Height': 'feet'}",Stream Discharge,"['San Joaquin River', 'Newman, Calif.', 'Discharge', 'Gage height']",,,,,,
614,253,,,36.65,-120.1833,3.1 miles north of San Joaquin,"['T. 15 S., R. 16 E., SWt sec. 1']",James bypass near San Joaquin,Kings County,Kings County,10/01/1947-09/30/1948,Daily,"{'Discharge': 'second-feet', 'Gage_Height': 'feet'}",Stream Discharge,"['James bypass', 'Kings River Water Association', 'stream discharge', 'overflow']",,,,,,
1558,326,38.5833,-119.7667,,,"Near Kirkwood, California",[],Twin Lakes Outlet,Alpine County,,09/19/1922-09/30/1923,Daily,"{'Gage_Height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['channel and control', 'gauge height', 'discharge', 'rating curve', 'water-stage recorder']",,,,,,
3089,47,36.45,-121.65,,,"near Pozo, Calif.","['[TRS, TRS, ...]']",Salinas River near Pozo,Monterey,Monterey,10/01/1961-09/30/1963,Daily,Cubic Feet Per Second,Stream Discharge,"['Discharge', 'Cubic Feet Per Second']",,,,,,
1588,329,,,,,"1,000 feet below Lost Creek Dam at mouth of tunnel outlet and 2 miles north of Clipper Mills","['T. 20 N., R. 7 E., sec. 24']",FORBESTOWN DITCH NEAR CLIPPER MILLS,Not Available,Butte County,10/01/1927-09/30/1932,Daily,Second-feet,Irrigation,"['Canal', 'Lost Creek Reservoir', 'Oroville-Wyandotte irrigation district']",,,,,,
1553,66,34.1384,-116.9222,,,"Near Arrowhead Springs, California","['Sec. 27', 'T. 1 N.', 'R. 3 W.']",Waterman Canyon Creek near Arrowhead Springs,San Bernardino County,,10/01/1921-09/30/1922,Daily,second-feet,Stream Discharge,"['Daily discharge', 'Second-feet', 'Surface Water Supply']",,,,,,
56502,528,,,39.938333,-123.343333,"SW1 sec. , T.24 N., R.13 W.","['T.24 N., R.13 W.']",NORTH FORK EEL RIVER NEAR MINA,Mendocino County,,10/01/1976-09/30/1977,Daily,"{'Discharge': 'CFS', 'Specific Conductance': 'Micro-Mhos', 'pH': 'Units', 'Temperature': 'Deg C', 'Dissolved Oxygen': 'MG/L', 'Hardness (CA,MG)': 'MG/L', 'Non-Carbonate Hardness': 'MG/L', 'Dissolved Calcium (CA)': 'MG/L', 'Dissolved Magnesium (Mg)': 'MG/L', 'Dissolved Sodium (Na)': 'MG/L', 'Percent Sodium': '', 'Sodium Adsorption Ratio': '', 'Dissolved Potassium (K)': 'MG/L', 'Bicarbonate (HCO3)': 'MG/L', 'Carbonate (CO3)': 'MG/L', 'Alkalinity as CAC03': 'MG/L', 'Dissolved Sulfate (SO4)': 'MG/L', 'Chloride (Cl)': 'MG/L', 'Fluoride (F)': 'MG/L', 'Silica (Si02)': 'MG/L', 'Nitrite Plus Nitrate': 'N', 'Boron (B)': 'UG/L', 'Iron (Fe)': 'UG/L'}",Stream Discharge,"['Instantaneous Discharge', 'Specific Conductance', 'pH', 'Temperature']",,,,,,
56502,528,,,40.237222,-123.634722,"NW&NE'4 sec.5, T.3 S., R.5 E.","['T.3 S., R.5 E.']",DOBBYN CREEK NEAR FORT SEWARD,Humboldt County,,10/01/1976-09/30/1977,Daily,"{'Discharge': 'CFS', 'Specific Conductance': 'Micro-Mhos', 'pH': 'Units', 'Temperature': 'Deg C', 'Dissolved Oxygen': 'MG/L', 'Hardness (CA,MG)': 'MG/L', 'Non-Carbonate Hardness': 'MG/L', 'Dissolved Calcium (CA)': 'MG/L', 'Dissolved Magnesium (Mg)': 'MG/L', 'Dissolved Sodium (Na)': 'MG/L', 'Percent Sodium': '', 'Sodium Adsorption Ratio': '', 'Dissolved Potassium (K)': 'MG/L', 'Bicarbonate (HCO3)': 'MG/L', 'Carbonate (CO3)': 'MG/L', 'Alkalinity as CAC03': 'MG/L', 'Dissolved Sulfate (SO4)': 'MG/L', 'Chloride (Cl)': 'MG/L', 'Fluoride (F)': 'MG/L', 'Silica (Si02)': 'MG/L', 'Nitrite Plus Nitrate': 'N', 'Boron (B)': 'UG/L', 'Iron (Fe)': 'UG/L'}",Stream Discharge,"['Instantaneous Discharge', 'Specific Conductance', 'pH', 'Temperature']",,,,,,
648,475,,,38.6375,-121.265277777778,"Right bank just upstream from highway bridge at Fair Oaks, Sacramento County, 10 miles downstream from South Fork and at mile 19.2.",,American River at Fair Oaks,Sacramento County,,11/01/1904-09/30/1952,Daily measurements (MM/DD/YYYY),"cubic feet per second (cfs), acre-feet",Stream Discharge,"['stream discharge', 'gage height', 'flow regulated', 'irrigation', 'influent', 'discharge measurement']",,,,,,
56361,165,34.5038,-117.2802,,,"Near Victorville, California",[],MOJAVE RIVER AT LOWER NARROWS,,San Bernardino County,01/01/1975-12/31/1975,Monthly,"{'Hardness (Ca,Mg)': 'MG/L', 'Non-carbonate Hardness': 'MG/L', 'Percent Sodium': None, 'Sodium Adsorption Ratio': None, 'Specific Conductance': 'MICRO-MHOS', 'pH': '(UNITS)', 'Temperature': 'DEG C', 'Turbidity': 'JTU', 'Total Phytoplankton': 'CELLS PER ML', 'Fecal Coliform': 'COL. PER 100 ML', 'Streptococci': 'COLONIES PER 100 ML', 'Instantaneous Discharge': 'CFS', 'Iron (Fe)': 'UG/L', 'Dissolved Calcium (Ca)': 'MG/L', 'Dissolved Magnesium (Mg)': 'MG/L', 'Dissolved Sodium (Na)': 'MG/L', 'Dissolved Potassium (K)': 'MG/L', 'Bicarbonate (HCO3)': 'MG/L', 'Carbonate (C03)': 'MG/L', 'Alkalinity as CaCO3': 'MG/L', 'Sulfate': 'MG/L', 'Chloride': 'MG/L', 'Dissolved Fluoride (F)': 'MG/L', 'Total Nitrate (N)': 'MG/L', 'Dissolved Ortho. Phosphorus (P)': 'MG/L', 'Dissolved Solids (Residue at 180 C)': 'MG/L', 'Dissolved Solids (Tons per AC-FT)': None, 'Methylene Blue Active Substances': 'MG/L', 'Arsenic (As)': 'UG/L', 'Boron (B)': 'UG/L', 'Cadmium (Cd)': 'UG/L', 'Copper (Cu)': 'UG/L', 'Lead (Pb)': 'UG/L', 'Total Mercury (Hg)': 'UG/L', 'Dissolved Zinc (Zn)': 'UG/L'}",Stream Discharge,"['WATER QUALITY DATA', 'INSTANTANEOUS DISCHARGE', 'SPECIFIC CONDUCTANCE', 'TURBIDITY', 'PHYSICAL PARAMETERS']",,,,,,
56404,506,,,37.566667,-121.949722,Livermore-Amador Valley,[],Alameda Creek Basin,Alameda County,,10/24/1975-07/21/1976,Monthly,"{'Mercury': 'UG/L', 'Selenium': 'UG/L', 'Silver': 'UG/L', 'Zinc': 'UG/L', 'Organic_Carbon': 'MG/L', 'Specific_Conductance': 'Microhmos', 'Chemical_Oxygen_Demand': 'MG/L'}",Stream Discharge,"['Total Mercury', 'Total Selenium', 'Total Silver', 'Total Zinc', 'Organic Carbon']",,,,,,
56404,506,,,37.597222,-121.976111,Livermore-Amador Valley,[],Niles Cone,Alameda County,,11/05/1975-07/21/1976,Monthly,"{'Specific_Conductance': 'Microhmos', 'Chemical_Oxygen_Demand': 'MG/L'}",Water Quality,"['Specific Conductance', 'Chemical Oxygen Demand']",,,,,,
667,244,,,36.043056,-119.643056,"near west quarter corner sec. 6, T. 22 S. R. 22 E., at south end of El Rico Ranch Bridge across Tule River and 6 miles southwest of Corcoran",['T. 22 S. R. 22 E. sec. 6'],Tulare Lake,Kings County,,"03/1906-09/1920, 02/1937-09/1954","Various times between March 1906 to September 1920, February 1937 to September 1954","feet (for elevation), cubic feet per second (cfs) and acre-feet for discharge",Stream Discharge,"['Tule River', 'Kings River', 'Kaweah River', 'Kern River', 'Deer Creek']",,,,,,
667,244,,,36.2,-118.65,"on right bank 0.5 mile downstream from intake and 10 miles northeast of Springville, NW sec. 18, T. 20 S., R. 31 E.","['T. 20 S., R. 31 E., sec. 18']",Pacific Gas & Electric Co. conduit,Inferred from location in Kings County,Tulare County,10/1939-09/1954,Daily,cubic feet per second (cfs),Stream Discharge,"['North Fork of Middle Fork Tule River', 'water-stage recorder']",,,,,,
1558,242,,,38.029,-120.481,"Jenny Lind, Calif.",[],Calaveras River,Tuolumne County,,01/16/1923-09/30/1923,daily,"{'Gage Height': 'Feet', 'Discharge': 'Second-Feet'}",Stream Discharge,"['Discharge Measurements', 'Gage height', 'Discharge', 'Calaveras River']",,,,,,
614,337,,,40.05556,-122.02083,"5 miles upstream from mouth and 5 miles northeast of Los Molinos, California","['N12 sec. 6, T. 25 N., R. I W.']",Mill Creek near Los Molinos,Tehama County,Tehama County,10/01/1928-09/30/1948,Daily,"{'Discharge': 'second-feet', 'Gage_Height': 'feet'}",Stream Discharge,"['discharge', 'gage height', 'stream flow']",,,,,,
1592,333,38.709,-120.854,,,"SW1/4 sec. 13, T. 11 N., R. 12 E., a quarter of a mile above mouth and 12 miles northeast of Placerville","['T. 11 N., R. 12 E., SW1/4 sec. 13']",Silver Creek,El Dorado County,,10/01/1932-09/30/1933,Daily,second-feet,Stream Discharge,"['discharge', 'water-stage recorder', 'gage height']",,,,,,
1554,153,36.0667,-119.0222,,,"Opposite Indian School in Tule Indian Reservation, 2 miles below mouth of Rocky Creek, 8 miles above junction with Tule River, and 14 miles southeast of Porterville, Tulare County.",[],South Fork of Tule River near Porterville,Tulare County,,10/10/1910-06/30/1922,Irregular intervals (dates provided),"{'Gage height': 'Feet', 'Discharge': 'Second-feet'}",Stream Discharge,"['Discharge', 'Gage height', 'Measurement']",,,,,,
70038677,339,,,38.3475,-122.9783333,"Estero Americano Grant, Sonoma County",[],Salmon Creek at Bodega,Sonoma County,Sonoma County,10/01/1969-09/30/1970,Daily,°C,Stream Discharge,"['temperature recorder', 'water temperatures', 'station on left bank']",,,,,,
2809,84,38.4,-121.8,,,"Putah area, northern English Hills","['7/2W-1', '7/1W-6']",Tehama Formation,Solano County,,1951-1960,,Feet,Groundwater,"['ground water', 'Tehama formation']",,,,,,
56808,474,37.0581,-120.0672,,,"Near Middletown, CA",,DRY CREEK ABOVE APPLETREE CREEK,Madera County,Madera County,10/01/1977-09/30/1978,Daily,Celsius Degrees (°C),Stream Discharge,"['Temperature', 'Water', 'CREEK']",,,,,,
56086,84,32.8,-115.6,34.5111111111,-119.8333333333,"{'Latitude': 34.5111111111, 'Longitude': -119.8333333333}",[],MRS. NELL K. REAM,,Imperial County,07/27/1954-12/09/1956,Variable,"{'Discharge_Cubic_Feet_Per_Second': None, 'Discharge_Gallons_Per_Minute': None, 'Temperature_Fahrenheit': 'F'}",Springs,"['Spring', 'Seep', 'Alluvial veneer', 'Sandstone']",,,,,,
3033,206,,,,,"near Niles, Calif.",[],Alameda Creek,Contra Costa County,,04/08/1935-02/25/1957,Varies by year,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Gage Height', 'Discharge']",,,,,,
3033,206,,,37.6863888889,-122.06222222,"Hayward, Calif.",[],San Lorenzo Creek,Alameda County,,02/27/1940-05/18/1957,Varies by year,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",Stream Discharge,"['Gage Height', 'Discharge']",,,,,,
1084,227,39.5154,-122.0813,,,Willows,"['(T. 21 N., R. 3 W.)']",Groundwater - Willows Municipal Supply,Glenn County,,11/1912-12/1913,1 year,parts per million,Groundwater,"['Silica', 'Iron', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Bicarbonate', 'Sulphate', 'Chloride', 'Nitrate', 'Total dissolved solids']",,,,,,
1084,227,39.52,-122.08,,,"Near Willows (NE. sec. 17, T. 21 N., R. 3 W.)","['NE. sec. 17, T. 21 N., R. 3 W.']",Groundwater - Central Forest Co. Well No. 8,Glenn County,,11/1912-12/1913,1 year,parts per million,Groundwater,"['Silica', 'Iron', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Bicarbonate', 'Sulphate', 'Chloride', 'Nitrate', 'Total dissolved solids']",,,,,,
1084,227,39.5,-122.1,,,"NE. 1/4 sec. 36, T. 19 N., R. 3 W.","['NE. 1/4 sec. 36, T. 19 N., R. 3 W.']",Groundwater - Tweed Ranch & Land Co. Dug Well,Glenn County,,11/1912-12/1913,1 year,parts per million,Groundwater,"['Silica', 'Iron', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Bicarbonate', 'Sulphate', 'Chloride', 'Nitrate', 'Total dissolved solids']",,,,,,
1084,227,39.48,-122.12,,,"Near Norman (W. 1/2 sec. 10, T. 18 N., R. 3 W.)","['W. 1/2 sec. 10, T. 18 N., R. 3 W.']",Groundwater - z.S. Spaulding Well,Glenn County,,11/1912-12/1913,1 year,parts per million,Groundwater,"['Silica', 'Iron', 'Calcium', 'Magnesium', 'Sodium', 'Potassium', 'Bicarbonate', 'Sulphate', 'Chloride', 'Nitrate', 'Total dissolved solids']",,,,,,
593,147,,,34.58889,-120.02361,"Canada de los 4 miles southeast of Santa Ynez, Santa Barbara County",[],Santa Ynez River near Santa Ynez,Santa Barbara County,,10/01/1945-09/30/1946,Daily,second-feet,Stream Discharge,"['Santa Ynez River', 'discharge', 'gage height']",,,,,,
499,278,,,38.85,-120.1333333,"1 mile below main dam at Medley Lakes and 5 miles northwest of Phillips, Vade","['T. 12 N., R. 17 E., SW1 sec. 29']",Medley Lakes outlet near Vade,Plumas County,Plumas County,09/1922-09/1936,Daily,second-feet,Stream Discharge,"['stream discharge', 'discharge', 'gage height']",,,,,,
733,351,34.3667,-119.2931,34.3667,-119.2931,"Somis, California","['[TRS, TRS, ...]']",Honda Barranca near Somis,Ventura County,Ventura County,10/01/1961-09/30/1962,Daily,Cubic feet per second and inches for precipitation,Precipitation,"['Discharge', 'Cubic feet per second', 'WATER YEAR']",,,,,,
733,351,34.3667,-119.2931,34.3667,-119.2931,"Somis, California","['[TRS, TRS, ...]']",Honda Barranca near Somis,Ventura County,Ventura County,10/01/1962-09/30/1963,Daily,Cubic feet per second and inches for precipitation,Precipitation,"['Discharge', 'Cubic feet per second', 'WATER YEAR']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 19/17 -2K1,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 2N1,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 3N1,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 4N2,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 5N1,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 6A1,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 6P1,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 8E1,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 8P1,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 9N1,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 11N1,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 13N1,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 14Q1,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
1257,142,36.7325,-120.1833,,,"Mendota-Huron area, California",[],Well 15N1,Fresno County,,,,"{'Hardness': 'ppm', 'Boron': 'ppm', 'Chloride': 'ppm', 'Sulfate': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Specific Conductance': 'µS/cm at 25°C'}",Groundwater,"['Partial chemical analyses', 'wells', 'Mendota-Huron area']",,,,,,
